"Time, s",VPS1 [Case 1],CPS1 [Case 1]
0.1846,6.463244185,13.09343023
0.1848,6.683111792,14.96222521
0.185,6.864929746,16.74600184
0.1852,7.007632061,18.43462435
0.1854,7.11040743,20.01849764
0.1856,7.172704521,21.48862184
0.1858,7.194188261,22.8366434
0.186,7.17474169,24.0549026
0.1862,7.114493335,25.13647704
0.1864,7.013819145,26.07522101
0.1866,6.873286559,26.86580037
0.1868,6.693668197,27.50372289
0.187,6.475984385,27.98536377
0.1872,6.221465463,28.30798624
0.1874,5.931527063,28.46975708
0.1876,5.607761878,28.46975708
0.1878,5.25209022,28.30798624
0.188,4.866574673,27.98536377
0.1882,4.453377107,27.50372289
0.1884,4.014850271,26.86580037
0.1886,3.55350132,26.07522101
0.1888,3.071966468,25.13647704
0.189,2.572984046,24.0549026
0.1892,2.059404099,22.8366434
0.1894,1.534150483,21.48862184
0.1896,1.000216156,20.01849764
0.1898,0.460628441,18.43462435
0.19,-0.081567082,16.74600184
0.1902,-0.623248518,14.96222521
0.1904,-1.161367016,13.09343023
0.1906,-1.692885807,11.15023577
0.1908,-2.214803649,9.143683443
0.191,-2.724191072,7.085174885
0.1912,-3.218170851,4.98640695
0.1914,-3.693939957,2.859305256
0.1916,-4.148725646,0.715956419
0.1918,-4.579908885,-1.431460625
0.192,-4.985057713,-3.570743824
0.1922,-5.361859865,-5.689737345
0.1924,-5.708213878,-7.776400643
0.1926,-6.022290513,-9.818876881
0.1928,-6.302389281,-11.8055603
0.193,-6.546720523,-13.72516218
0.1932,-6.753831121,-15.56677494
0.1934,-6.922508262,-17.31993418
0.1936,-7.051785734,-18.9746781
0.1938,-7.141008509,-20.52160412
0.194,-7.189794376,-21.95192229
0.1942,-7.197819848,-23.25750525
0.1944,-7.164978286,-24.43093444
0.1946,-7.091425415,-25.46554217
0.1948,-6.977593334,-26.35544962
0.195,-6.824138486,-27.09560015
0.1952,-6.63190516,-27.68178807
0.1954,-6.402001196,-28.11068255
0.1956,-6.13574012,-28.37984652
0.1958,-5.834610507,-28.48775055
0.196,-5.500280356,-28.43378149
0.1962,-5.134695626,-28.21824602
0.1964,-4.74000516,-27.84236884
0.1966,-4.318424256,-27.30828577
0.1968,-3.872359164,-26.61903157
0.197,-3.404332538,-25.77852272
0.1972,-2.916959169,-24.79153517
0.1974,-2.412969052,-23.66367717
0.1976,-1.895224771,-22.40135743
0.1978,-1.366704006,-21.01174871
0.198,-0.830469122,-19.50274705
0.1982,-0.289564274,-17.88292688
0.1984,0.252938333,-16.16149236
0.1986,0.793947291,-14.34822501
0.1988,1.330393617,-12.45342819
0.199,1.859234546,-10.48786851
0.1992,2.377463439,-8.462714659
0.1994,2.882142734,-6.389473979
0.1996,3.370412684,-4.279927034
0.1998,3.839535455,-2.146060689
0.2,4.286970849,-8.37E-14
0.2002,4.710131105,2.146060689
0.2004,5.106572629,4.279927034
0.2006,5.474045075,6.389473979
0.2008,5.81041813,8.462714659
0.201,6.11377669,10.48786851
0.2012,6.382385219,12.45342819
0.2014,6.614675624,14.34822501
0.2016,6.809310232,16.16149236
0.2018,6.965163195,17.88292688
0.202,7.081332594,19.50274705
0.2022,7.157181691,21.01174871
0.2024,7.192296943,22.40135743
0.2026,7.186494605,23.66367717
0.2028,7.139829007,24.79153517
0.203,7.052593444,25.77852272
0.2032,6.925267778,26.61903157
0.2034,6.75856546,27.30828577
0.2036,6.553426874,27.84236884
0.2038,6.311021051,28.21824602
0.204,6.032705825,28.43378149
0.2042,5.720012463,28.48775055
0.2044,5.374726749,28.37984652
0.2046,4.998916682,28.11068255
0.2048,4.594682447,27.68178807
0.205,4.164317036,27.09560015
0.2052,3.710278378,26.35544962
0.2054,3.235159237,25.46554217
0.2056,2.741674477,24.43093444
0.2058,2.232643353,23.25750525
0.206,1.710993585,21.95192229
0.2062,1.179723056,20.52160412
0.2064,0.641851265,18.9746781
0.2066,0.100352464,17.31993418
0.2068,-0.441780906,15.56677494
0.207,-0.981409212,13.72516218
0.2072,-1.515452004,11.8055603
0.2074,-2.040890587,9.818876881
0.2076,-2.554758393,7.776400643
0.2078,-3.05415245,5.689737345
0.208,-3.536298444,3.570743824
0.2082,-3.998366357,1.431460625
0.2084,-4.437684367,-0.715956419
0.2086,-4.851774409,-2.859305256
0.2088,-5.238327758,-4.98640695
0.209,-5.59523036,-7.085174885
0.2092,-5.920565748,-9.143683443
0.2094,-6.212372015,-11.15023577
0.2096,-6.468849634,-13.09343023
0.2098,-6.68851126,-14.96222521
0.21,-6.870095897,-16.74600184
0.2102,-7.012591913,-18.43462435
0.2104,-7.115276808,-20.01849764
0.2106,-7.177621235,-21.48862184
0.2108,-7.199204159,-22.8366434
0.211,-7.179893997,-24.0549026
0.2112,-7.119765701,-25.13647704
0.2114,-7.019199713,-26.07522101
0.2116,-6.878771916,-26.86580037
0.2118,-6.699283468,-27.50372289
0.212,-6.481762721,-27.98536377
0.2122,-6.227436451,-28.30798624
0.2124,-5.937737267,-28.46975708
0.2126,-5.614259425,-28.46975708
0.2128,-5.258839967,-28.30798624
0.213,-4.873611422,-27.98536377
0.2132,-4.460718307,-27.50372289
0.2134,-4.022553957,-26.86580037
0.2136,-3.561580847,-26.07522101
0.2138,-3.080458567,-25.13647704
0.214,-2.581859913,-24.0549026
0.2142,-2.068544569,-22.8366434
0.2144,-1.543371282,-21.48862184
0.2146,-1.009420769,-20.01849764
0.2148,-0.469752611,-18.43462435
0.215,0.072545857,-16.74600184
0.2152,0.614380889,-14.96222521
0.2154,1.152680821,-13.09343023
0.2156,1.684392926,-11.15023577
0.2158,2.206512222,-9.143683443
0.216,2.716073442,-7.085174885
0.2162,3.210168278,-4.98640695
0.2164,3.685952212,-2.859305256
0.2166,4.140786902,-0.715956419
0.2168,4.572296897,1.431460625
0.217,4.977983493,3.570743824
0.2172,5.35545274,5.689737345
0.2174,5.702445353,7.776400643
0.2176,6.016986028,9.818876881
0.2178,6.297334758,11.8055603
0.218,6.541892344,13.72516218
0.2182,6.749222559,15.56677494
0.2184,6.918120683,17.31993418
0.2186,7.047614198,18.9746781
0.2188,7.136971163,20.52160412
0.219,7.185699997,21.95192229
0.2192,7.193544962,23.25750525
0.2194,7.16048244,24.43093444
0.2196,7.086750148,25.46554217
0.2198,6.972715839,26.35544962
0.22,6.819035518,27.09560015
0.2202,6.626574456,27.68178807
0.2204,6.39643448,28.11068255
0.2206,6.129908333,28.37984652
0.2208,5.828482635,28.48775055
0.221,5.493813933,28.43378149
0.2212,5.127937213,28.21824602
0.2214,4.732912257,27.84236884
0.2216,4.310988666,27.30828577
0.2218,3.8645561,26.61903157
0.222,3.396169397,25.77852272
0.2222,2.908519538,24.79153517
0.2224,2.404420124,23.66367717
0.2226,1.886781804,22.40135743
0.2228,1.358509332,21.01174871
0.223,0.822565637,19.50274705
0.2232,0.281978234,17.88292688
0.2234,-0.260240065,16.16149236
0.2236,-0.801037777,14.34822501
0.2238,-1.337301249,12.45342819
0.224,-1.865939491,10.48786851
0.2242,-2.383962944,8.462714659
0.2244,-2.888470311,6.389473979
0.2246,-3.376646693,4.279927034
0.2248,-3.84569386,2.146060689
0.225,-4.292900469,1.95E-13
0.2252,-4.715753303,-2.146060689
0.2254,-5.111908104,-4.279927034
0.2256,-5.479089036,-6.389473979
0.2258,-5.815299678,-8.462714659
0.226,-6.118534053,-10.48786851
0.2262,-6.386946199,-12.45342819
0.2264,-6.619013945,-14.34822501
0.2266,-6.81340367,-16.16149236
0.2268,-6.969036771,-17.88292688
0.227,-7.085126974,-19.50274705
0.2272,-7.161004093,-21.01174871
0.2274,-7.196200656,-22.40135743
0.2276,-7.19049293,-23.66367717
0.2278,-7.143913487,-24.79153517
0.228,-7.056699614,-25.77852272
0.2282,-6.929399762,-26.61903157
0.2284,-6.762747727,-27.30828577
0.2286,-6.557707643,-27.84236884
0.2288,-6.31546784,-28.21824602
0.229,-6.037374492,-28.43378149
0.2292,-5.724952212,-28.48775055
0.2294,-5.379928328,-28.37984652
0.2296,-5.004372244,-28.11068255
0.2298,-4.600425559,-27.68178807
0.23,-4.170394753,-27.09560015
0.2302,-3.716726011,-26.35544962
0.2304,-3.242018294,-25.46554217
0.2306,-2.748943715,-24.43093444
0.2308,-2.240277962,-23.25750525
0.231,-1.718884007,-21.95192229
0.2312,-1.187704546,-20.52160412
0.2314,-0.649680663,-18.9746781
0.2316,-0.107962853,-17.31993418
0.2318,0.434344255,-15.56677494
0.232,0.974158769,-13.72516218
0.2322,1.508398246,-11.8055603
0.2324,2.034053258,-9.818876881
0.2326,2.548165942,-7.776400643
0.2328,3.047782666,-5.689737345
0.233,3.529997671,-3.570743824
0.2332,3.992047291,-1.431460625
0.2334,4.431495931,0.715956419
0.2336,4.846123256,2.859305256
0.2338,5.233344142,4.98640695
0.234,5.590757932,7.085174885
0.2342,5.916307549,9.143683443
0.2344,6.208203942,11.15023577
0.2346,6.464842451,13.09343023
0.2348,6.684733177,14.96222521
0.235,6.866573187,16.74600184
0.2352,7.009303414,18.43462435
0.2354,7.112116286,20.01849764
0.2356,7.174435469,21.48862184
0.2358,7.195925632,22.8366434
0.236,7.176484638,24.0549026
0.2362,7.11628807,25.13647704
0.2364,7.015633281,26.07522101
0.2366,6.875074626,26.86580037
0.2368,6.695417989,27.50372289
0.237,6.477690132,27.98536377
0.2372,6.223121043,28.30798624
0.2374,5.933139855,28.46975708
0.2376,5.60933104,28.46975708
0.2378,5.253603649,28.30798624
0.238,4.868041108,27.98536377
0.2382,4.454813388,27.50372289
0.2384,4.016275687,26.86580037
0.2386,3.554936999,26.07522101
0.2388,3.073467445,25.13647704
0.239,2.574665462,24.0549026
0.2392,2.061328572,22.8366434
0.2394,1.536324913,21.48862184
0.2396,1.002610489,20.01849764
0.2398,0.463224872,18.43462435
0.24,-0.078769982,16.74600184
0.2402,-0.620346128,14.96222521
0.2404,-1.158464999,13.09343023
0.2406,-1.689997456,11.15023577
0.2408,-2.211884185,9.143683443
0.241,-2.72117466,7.085174885
0.2412,-3.21507325,4.98640695
0.2414,-3.690800641,2.859305256
0.2416,-4.145646801,0.715956419
0.2418,-4.57704269,-1.431460625
0.242,-4.982472836,-3.570743824
0.2422,-5.359585879,-5.689737345
0.2424,-5.706406996,-7.776400643
0.2426,-6.020870701,-9.818876881
0.2428,-6.301061811,-11.8055603
0.243,-6.545384364,-13.72516218
0.2432,-6.752449026,-15.56677494
0.2434,-6.921120705,-17.31993418
0.2436,-7.050557339,-18.9746781
0.2438,-7.139923814,-20.52160412
0.244,-7.188721605,-21.95192229
0.2442,-7.196636564,-23.25750525
0.2444,-7.163663374,-24.43093444
0.2446,-7.089963629,-25.46554217
0.2448,-6.975949891,-26.35544962
0.245,-6.822272691,-27.09560015
0.2452,-6.629836438,-27.68178807
0.2454,-6.399781655,-28.11068255
0.2456,-6.133410341,-28.37984652
0.2458,-5.832210692,-28.48775055
0.246,-5.49781581,-28.43378149
0.2462,-5.132179514,-28.21824602
0.2464,-4.737433971,-27.84236884
0.2466,-4.315806032,-27.30828577
0.2468,-3.869715945,-26.61903157
0.247,-3.401708806,-25.77852272
0.2472,-2.914440966,-24.79153517
0.2474,-2.410646436,-23.66367717
0.2476,-1.893189087,-22.40135743
0.2478,-1.365013632,-21.01174871
0.248,-0.829099091,-19.50274705
0.2482,-0.288397969,-17.88292688
0.2484,0.254022616,-16.16149236
0.2486,0.794979778,-14.34822501
0.2488,1.331406489,-12.45342819
0.249,1.860261422,-10.48786851
0.2492,2.378583913,-8.462714659
0.2494,2.88339194,-6.389473979
0.2496,3.371729221,-4.279927034
0.2498,3.84078774,-2.146060689
0.25,4.287950769,-3.07E-13
0.2502,4.711101885,2.146060689
0.2504,5.107809372,4.279927034
0.2506,5.475419742,6.389473979
0.2508,5.81180798,8.462714659
0.251,6.11508839,10.48786851
0.2512,6.383618569,12.45342819
0.2514,6.615902285,14.34822501
0.2516,6.810572032,16.16149236
0.2518,6.966452331,17.88292688
0.252,7.082658753,19.50274705
0.2522,7.158532016,21.01174871
0.2524,7.193656765,22.40135743
0.2526,7.18785763,23.66367717
0.2528,7.141224728,24.79153517
0.253,7.054017655,25.77852272
0.2532,6.926675413,26.61903157
0.2534,6.759938172,27.30828577
0.2536,6.554761583,27.84236884
0.2538,6.312313643,28.21824602
0.254,6.033951106,28.43378149
0.2542,5.721217858,28.48775055
0.2544,5.375879009,28.37984652
0.2546,5.000020709,28.11068255
0.2548,4.595747111,27.68178807
0.255,4.165375654,27.09560015
0.2552,3.711396504,26.35544962
0.2554,3.236437272,25.46554217
0.2556,2.743210048,24.43093444
0.2558,2.234458214,23.25750525
0.256,1.713032925,21.95192229
0.2562,1.181883387,20.52160412
0.2564,0.644043284,18.9746781
0.2566,0.102574533,17.31993418
0.2568,-0.439449468,15.56677494
0.257,-0.979043299,13.72516218
0.2572,-1.513118647,11.8055603
0.2574,-2.038549327,9.818876881
0.2576,-2.552350849,7.776400643
0.2578,-3.051673778,5.689737345
0.258,-3.533756868,3.570743824
0.2582,-3.995971304,1.431460625
0.2584,-4.435576465,-0.715956419
0.2586,-4.849960631,-2.859305256
0.2588,-5.236758039,-4.98640695
0.259,-5.59395221,-7.085174885
0.2592,-5.919446287,-9.143683443
0.2594,-6.211244603,-11.15023577
0.2596,-6.467680435,-13.09343023
0.2598,-6.687299457,-14.96222521
0.26,-6.868897751,-16.74600184
0.2602,-7.011560334,-18.43462435
0.2604,-7.114385893,-20.01849764
0.2606,-7.176741849,-21.48862184
0.2608,-7.198319093,-22.8366434
0.261,-7.17899061,-24.0549026
0.2612,-7.11884852,-25.13647704
0.2614,-7.01821762,-26.07522101
0.2616,-6.877668447,-26.86580037
0.2618,-6.697990635,-27.50372289
0.262,-6.480258972,-27.98536377
0.2622,-6.225746386,-28.30798624
0.2624,-5.935917846,-28.46975708
0.2626,-5.612361721,-28.46975708
0.2628,-5.256891102,-28.30798624
0.263,-4.871614151,-27.98536377
0.2632,-4.458672358,-27.50372289
0.2634,-4.020453581,-26.86580037
0.2636,-3.559445713,-26.07522101
0.2638,-3.078272856,-25.13647704
0.264,-2.57964413,-24.0549026
0.2642,-2.066410912,-22.8366434
0.2644,-1.541472771,-21.48862184
0.2646,-1.007842606,-20.01849764
0.2648,-0.468514183,-18.43462435
0.265,0.073526288,-16.74600184
0.2652,0.615275423,-14.96222521
0.2654,1.153537349,-13.09343023
0.2656,1.685253877,-11.15023577
0.2658,2.207443699,-9.143683443
0.266,2.717113421,-7.085174885
0.2662,3.211268001,-4.98640695
0.2664,3.68705338,-2.859305256
0.2666,4.14176393,-0.715956419
0.2668,4.57310366,1.431460625
0.267,4.978953652,3.570743824
0.2672,5.356529376,5.689737345
0.2674,5.703544152,7.776400643
0.2676,6.01805039,9.818876881
0.2678,6.298313716,11.8055603
0.268,6.542818656,13.72516218
0.2682,6.750175527,15.56677494
0.2684,6.919107866,17.31993418
0.2686,7.048630563,18.9746781
0.2688,7.138015723,20.52160412
0.269,7.186760364,21.95192229
0.2692,7.194611523,23.25750525
0.2694,7.161571995,24.43093444
0.2696,7.087858665,25.46554217
0.2698,6.973821873,26.35544962
0.27,6.820116975,27.09560015
0.2702,6.627624106,27.68178807
0.2704,6.397448172,28.11068255
0.2706,6.130883274,28.37984652
0.2708,5.829416585,28.48775055
0.271,5.494710837,28.43378149
0.2712,5.128782345,28.21824602
0.2714,4.733723977,27.84236884
0.2716,4.311800242,27.30828577
0.2718,3.865460489,26.61903157
0.272,3.397302868,25.77852272
0.2722,2.90992953,24.79153517
0.2724,2.406060887,23.66367717
0.2726,1.888538079,22.40135743
0.2728,1.360297945,21.01174871
0.273,0.824345277,19.50274705
0.2732,0.283736603,17.88292688
0.2734,-0.258439009,16.16149236
0.2736,-0.79913912,14.34822501
0.2738,-1.33538502,12.45342819
0.274,-1.864041199,10.48786851
0.2742,-2.382056322,8.462714659
0.2744,-2.886490027,6.389473979
0.2746,-3.374656014,4.279927034
0.2748,-3.843880162,2.146060689
0.275,-4.291378857,1.39E-14
0.2752,-4.714445287,-2.146060689
0.2754,-5.110680488,-4.279927034
0.2756,-5.478010317,-6.389473979
0.2758,-5.814330924,-8.462714659
0.276,-6.117562933,-10.48786851
0.2762,-6.38595243,-12.45342819
0.2764,-6.617975087,-14.34822501
0.2766,-6.81237783,-16.16149236
0.2768,-6.968166649,-17.88292688
0.277,-7.084392573,-19.50274705
0.2772,-7.160313648,-21.01174871
0.2774,-7.195519988,-22.40135743
0.2776,-7.189833609,-23.66367717
0.2778,-7.143276,-24.79153517
0.278,-7.056089183,-25.77852272
0.2782,-6.928761789,-26.61903157
0.2784,-6.762004857,-27.30828577
0.2786,-6.556795692,-27.84236884
0.2788,-6.314325755,-28.21824602
0.279,-6.036022621,-28.43378149
0.2792,-5.723469667,-28.48775055
0.2794,-5.378387754,-28.37984652
0.2796,-5.002822376,-28.11068255
0.2798,-4.598848078,-27.68178807
0.28,-4.168795678,-27.09560015
0.2802,-3.715083047,-26.35544962
0.2804,-3.24032017,-25.46554217
0.2806,-2.747174103,-24.43093444
0.2808,-2.238456278,-23.25750525
0.281,-1.717080981,-21.95192229
0.2812,-1.186004218,-20.52160412
0.2814,-0.648265096,-18.9746781
0.2816,-0.106874151,-17.31993418
0.2818,0.435176002,-15.56677494
0.282,0.974901347,-13.72516218
0.2822,1.50913495,-11.8055603
0.2824,2.034856391,-9.818876881
0.2826,2.549053589,-7.776400643
0.2828,3.048711857,-5.689737345
0.283,3.530932288,-3.570743824
0.2832,3.99295448,-1.431460625
0.2834,4.432307104,0.715956419
0.2836,4.846899685,2.859305256
0.2838,5.234176639,4.98640695
0.284,5.591607324,7.085174885
0.2842,5.917153375,9.143683443
0.2844,6.208996979,11.15023577
0.2846,6.465561786,13.09343023
0.2848,6.685439266,14.96222521
0.285,6.867319051,16.74600184
0.2852,7.010081828,18.43462435
0.2854,7.112915584,20.01849764
0.2856,7.175252568,21.48862184
0.2858,7.196752738,22.8366434
0.286,7.177332816,24.0549026
0.2862,7.117151997,25.13647704
0.2864,7.01650369,26.07522101
0.2866,6.875927095,26.86580037
0.2868,6.696245519,27.50372289
0.287,6.478490752,27.98536377
0.2872,6.223889135,28.30798624
0.2874,5.933872387,28.46975708
0.2876,5.610029563,28.46975708
0.2878,5.254262791,28.30798624
0.288,4.868676682,27.98536377
0.2882,4.455459215,27.50372289
0.2884,4.017037909,26.86580037
0.2886,3.55595515,26.07522101
0.2888,3.074724472,25.13647704
0.289,2.576050539,24.0549026
0.2892,2.062756735,22.8366434
0.2894,1.53775617,21.48862184
0.2896,1.004033822,20.01849764
0.2898,0.464635984,18.43462435
0.29,-0.077359381,16.74600184
0.2902,-0.618869194,14.96222521
0.2904,-1.156904528,13.09343023
0.2906,-1.688449234,11.15023577
0.2908,-2.210326986,9.143683443
0.291,-2.719601942,7.085174885
0.2912,-3.213555065,4.98640695
0.2914,-3.689456375,2.859305256
0.2916,-4.144520868,0.715956419
0.2918,-4.576008054,-1.431460625
0.292,-4.981437038,-3.570743824
0.2922,-5.358656977,-5.689737345
0.2924,-5.705588468,-7.776400643
0.2926,-6.020054532,-9.818876881
0.2928,-6.30023194,-11.8055603
0.293,-6.544518171,-13.72516218
0.2932,-6.75159847,-15.56677494
0.2934,-6.920408064,-17.31993418
0.2936,-7.049975856,-18.9746781
0.2938,-7.139392255,-20.52160412
0.294,-7.188220075,-21.95192229
0.2942,-7.196165407,-23.25750525
0.2944,-7.1632112,-24.43093444
0.2946,-7.089514042,-25.46554217
0.2948,-6.975498423,-26.35544962
0.295,-6.821779252,-27.09560015
0.2952,-6.629258428,-27.68178807
0.2954,-6.399043798,-28.11068255
0.2956,-6.132461181,-28.37984652
0.2958,-5.831077369,-28.48775055
0.296,-5.496586732,-28.43378149
0.2962,-5.130944757,-28.21824602
0.2964,-4.736202896,-27.84236884
0.2966,-4.314583682,-27.30828577
0.2968,-3.868480005,-26.61903157
0.297,-3.400437534,-25.77852272
0.2972,-2.913093548,-24.79153517
0.2974,-2.409224467,-23.66367717
0.2976,-1.891721131,-22.40135743
0.2978,-1.363528258,-21.01174871
0.298,-0.827668164,-19.50274705
0.2982,-0.287171387,-17.88292688
0.2984,0.254920791,-16.16149236
0.2986,0.795644201,-14.34822501
0.2988,1.332031572,-12.45342819
0.299,1.860929994,-10.48786851
0.2992,2.379323193,-8.462714659
0.2994,2.884168177,-6.389473979
0.2996,3.372514053,-4.279927034
0.2998,3.841569845,-2.146060689
0.3,4.288760049,-5.30E-13
0.3002,4.711818396,2.146060689
0.3004,5.108462228,4.279927034
0.3006,5.476078634,6.389473979
0.3008,5.812465665,8.462714659
0.301,6.11572613,10.48786851
0.3012,6.384196247,12.45342819
0.3014,6.616440486,14.34822501
0.3016,6.811126681,16.16149236
0.3018,6.967048272,17.88292688
0.302,7.083269733,19.50274705
0.3022,7.159155822,21.01174871
0.3024,7.1942932,22.40135743
0.3026,7.188511132,23.66367717
0.3028,7.141898109,24.79153517
0.303,7.054696784,25.77852272
0.3032,6.927347722,26.61903157
0.3034,6.760596082,27.30828577
0.3036,6.555396758,27.84236884
0.3038,6.312922346,28.21824602
0.304,6.0345306,28.43378149
0.3042,5.721768932,28.48775055
0.3044,5.376399536,28.37984652
0.3046,5.000525789,28.11068255
0.3048,4.596268252,27.68178807
0.305,4.166037689,27.09560015
0.3052,3.712294066,26.35544962
0.3054,3.237503637,25.46554217
0.3056,2.744338926,24.43093444
0.3058,2.235596588,23.25750525
0.306,1.714167138,21.95192229
0.3062,1.183018953,20.52160412
0.3064,0.645172666,18.9746781
0.3066,0.103701404,17.31993418
0.3068,-0.438308398,15.56677494
0.307,-0.977806898,13.72516218
0.3072,-1.511845498,11.8055603
0.3074,-2.037266241,9.818876881
0.3076,-2.551080907,7.776400643
0.3078,-3.050517502,5.689737345
0.308,-3.532779448,3.570743824
0.3082,-3.995095054,1.431460625
0.3084,-4.434729294,-0.715956419
0.3086,-4.849098301,-2.859305256
0.3088,-5.235963369,-4.98640695
0.309,-5.59327518,-7.085174885
0.3092,-5.918771957,-9.143683443
0.3094,-6.210565987,-11.15023577
0.3096,-6.466978771,-13.09343023
0.3098,-6.686583629,-14.96222521
0.31,-6.868323249,-16.74600184
0.3102,-7.011118401,-18.43462435
0.3104,-7.113985898,-20.01849764
0.3106,-7.176402411,-21.48862184
0.3108,-7.19797426,-22.8366434
0.311,-7.178632343,-24.0549026
0.3112,-7.11848137,-25.13647704
0.3114,-7.017839933,-26.07522101
0.3116,-6.877268097,-26.86580037
0.3118,-6.69756018,-27.50372289
0.312,-6.479775329,-27.98536377
0.3122,-6.225130477,-28.30798624
0.3124,-5.935119342,-28.46975708
0.3126,-5.61141277,-28.46975708
0.3128,-5.255897451,-28.30798624
0.313,-4.87062654,-27.98536377
0.3132,-4.45770778,-27.50372289
0.3134,-4.019495466,-26.86580037
0.3136,-3.558477806,-26.07522101
0.3138,-3.077265155,-25.13647704
0.314,-2.578577145,-24.0549026
0.3142,-2.065276106,-22.8366434
0.3144,-1.540295108,-21.48862184
0.3146,-1.006636382,-20.01849764
0.3148,-0.467347374,-18.43462435
0.315,0.074538886,-16.74600184
0.3152,0.615988666,-14.96222521
0.3154,1.154061249,-13.09343023
0.3156,1.685797147,-11.15023577
0.3158,2.208044314,-9.143683443
0.316,2.717739729,-7.085174885
0.3162,3.21190978,-4.98640695
0.3164,3.68770156,-2.859305256
0.3166,4.142467209,-0.715956419
0.3168,4.57383284,1.431460625
0.317,4.979510058,3.570743824
0.3172,5.357046499,5.689737345
0.3174,5.704058752,7.776400643
0.3176,6.018561359,9.818876881
0.3178,6.298786164,11.8055603
0.318,6.543235483,13.72516218
0.3182,6.750590003,15.56677494
0.3184,6.919561086,17.31993418
0.3186,7.049098831,18.9746781
0.3188,7.138494373,20.52160412
0.319,7.187251365,21.95192229
0.3192,7.195114417,23.25750525
0.3194,7.162093796,24.43093444
0.3196,7.088387074,25.46554217
0.3198,6.974353644,26.35544962
0.32,6.820638602,27.09560015
0.3202,6.628128915,27.68178807
0.3204,6.39793287,28.11068255
0.3206,6.131342596,28.37984652
0.3208,5.829853568,28.48775055
0.321,5.495127356,28.43378149
0.3212,5.129188076,28.21824602
0.3214,4.734150252,27.84236884
0.3216,4.312363985,27.30828577
0.3218,3.866229249,26.61903157
0.322,3.398181562,25.77852272
0.3222,2.910835643,24.79153517
0.3224,2.406966821,23.66367717
0.3226,1.88943836,22.40135743
0.3228,1.361199156,21.01174871
0.323,0.825244321,19.50274705
0.3232,0.284642418,17.88292688
0.3234,-0.257528539,16.16149236
0.3236,-0.798187294,14.34822501
0.3238,-1.334352798,12.45342819
0.324,-1.86297617,10.48786851
0.3242,-2.381002403,8.462714659
0.3244,-2.885608273,6.389473979
0.3246,-3.373942361,4.279927034
0.3248,-3.843198838,2.146060689
0.325,-4.290684841,2.37E-13
0.3252,-4.713739859,-2.146060689
0.3254,-5.11000764,-4.279927034
0.3256,-5.47745016,-6.389473979
0.3258,-5.813783432,-8.462714659
0.326,-6.117003851,-10.48786851
0.3262,-6.385380601,-12.45342819
0.3264,-6.617393685,-14.34822501
0.3266,-6.811914082,-16.16149236
0.3268,-6.967842718,-17.88292688
0.327,-7.084102906,-19.50274705
0.3272,-7.160060294,-21.01174871
0.3274,-7.195254083,-22.40135743
0.3276,-7.189536156,-23.66367717
0.3278,-7.142963495,-24.79153517
0.328,-7.055762349,-25.77852272
0.3282,-6.928427145,-26.61903157
0.3284,-6.761655021,-27.30828577
0.3286,-6.556431717,-27.84236884
0.3288,-6.313920347,-28.21824602
0.329,-6.035501409,-28.43378149
0.3292,-5.722789332,-28.48775055
0.3294,-5.377609335,-28.37984652
0.3296,-5.002025473,-28.11068255
0.3298,-4.598068572,-27.68178807
0.33,-4.168021567,-27.09560015
0.3302,-3.714321667,-26.35544962
0.3304,-3.239544226,-25.46554217
0.3306,-2.746367879,-24.43093444
0.3308,-2.237610376,-23.25750525
0.331,-1.716179673,-21.95192229
0.3312,-1.185061154,-20.52160412
0.3314,-0.647292339,-18.9746781
0.3316,-0.105938004,-17.31993418
0.3318,0.435977559,-15.56677494
0.332,0.975443167,-13.72516218
0.3322,1.5095774,-11.8055603
0.3324,2.035332613,-9.818876881
0.3326,2.549554481,-7.776400643
0.3328,3.049219456,-5.689737345
0.333,3.531452134,-3.570743824
0.3332,3.993516397,-1.431460625
0.3334,4.432980452,0.715956419
0.3336,4.847427875,2.859305256
0.3338,5.23461099,4.98640695
0.334,5.592016962,7.085174885
0.3342,5.917556716,9.143683443
0.3344,6.209389663,11.15023577
0.3346,6.465898436,13.09343023
0.3348,6.68574958,14.96222521
0.335,6.867660456,16.74600184
0.3352,7.010439949,18.43462435
0.3354,7.11328403,20.01849764
0.3356,7.175632052,21.48862184
0.3358,7.197143393,22.8366434
0.336,7.177737694,24.0549026
0.3362,7.117567052,25.13647704
0.3364,7.016918587,26.07522101
0.3366,6.876341843,26.86580037
0.3368,6.696647822,27.50372289
0.337,6.478875997,27.98536377
0.3372,6.224255185,28.30798624
0.3374,5.934220216,28.46975708
0.3376,5.610366542,28.46975708
0.3378,5.254591948,28.30798624
0.338,4.869019181,27.98536377
0.3382,4.455930072,27.50372289
0.3384,4.017680645,26.86580037
0.3386,3.556666031,26.07522101
0.3388,3.075448773,25.13647704
0.339,2.576772845,24.0549026
0.3392,2.063473516,22.8366434
0.3394,1.538470842,21.48862184
0.3396,1.004751778,20.01849764
0.3398,0.465357595,18.43462435
0.34,-0.07662886,16.74600184
0.3402,-0.618128921,14.96222521
0.3404,-1.156087634,13.09343023
0.3406,-1.687557458,11.15023577
0.3408,-2.209460035,9.143683443
0.341,-2.718906231,7.085174885
0.3412,-3.213030615,4.98640695
0.3414,-3.688930764,2.859305256
0.3416,-4.143960867,0.715956419
