"Time, s",VPS1 [Case 1],CPS1 [Case 1]
0.3418,-4.575434901,-1.431460625
0.342,-4.980868471,-3.570743824
0.3422,-5.358188455,-5.689737345
0.3424,-5.705142527,-7.776400643
0.3426,-6.0195995,-9.818876881
0.3428,-6.299771604,-11.8055603
0.343,-6.54405739,-13.72516218
0.3432,-6.751217782,-15.56677494
0.3434,-6.920168586,-17.31993418
0.3436,-7.049753173,-18.9746781
0.3438,-7.139201425,-20.52160412
0.344,-7.188002298,-21.95192229
0.3442,-7.195918302,-23.25750525
0.3444,-7.162943758,-24.43093444
0.3446,-7.089241193,-25.46554217
0.3448,-6.975216771,-26.35544962
0.345,-6.82149319,-27.09560015
0.3452,-6.628962621,-27.68178807
0.3454,-6.398741305,-28.11068255
0.3456,-6.132120641,-28.37984652
0.3458,-5.830627311,-28.48775055
0.346,-5.496011979,-28.43378149
0.3462,-5.130312097,-28.21824602
0.3464,-4.735568485,-27.84236884
0.3466,-4.313956455,-27.30828577
0.3468,-3.867860977,-26.61903157
0.347,-3.399818932,-25.77852272
0.3472,-2.912467108,-24.79153517
0.3474,-2.408582016,-23.66367717
0.3476,-1.891046611,-22.40135743
0.3478,-1.362812355,-21.01174871
0.348,-0.826906165,-19.50274705
0.3482,-0.286393006,-17.88292688
0.3484,0.25566807,-16.16149236
0.3486,0.796253084,-14.34822501
0.3488,1.332434786,-12.45342819
0.349,1.861321667,-10.48786851
0.3492,2.379717128,-8.462714659
0.3494,2.884569293,-6.389473979
0.3496,3.372923081,-4.279927034
0.3498,3.842007242,-2.146060689
0.35,4.289301875,5.59E-14
0.3502,4.712330821,2.146060689
0.3504,5.108849426,4.279927034
0.3506,5.476421317,6.389473979
0.3508,5.812789523,8.462714659
0.351,6.11604288,10.48786851
0.3512,6.384487779,12.45342819
0.3514,6.616676127,14.34822501
0.3516,6.811383656,16.16149236
0.3518,6.967318134,17.88292688
0.352,7.083550838,19.50274705
0.3522,7.159448755,21.01174871
0.3524,7.194598425,22.40135743
0.3526,7.188828415,23.66367717
0.3528,7.142223306,24.79153517
0.353,7.055022059,25.77852272
0.3532,6.927676649,26.61903157
0.3534,6.760915665,27.30828577
0.3536,6.555705204,27.84236884
0.3538,6.313215681,28.21824602
0.354,6.034810997,28.43378149
0.3542,5.722039477,28.48775055
0.3544,5.376663528,28.37984652
0.3546,5.000796885,28.11068255
0.3548,4.59665524,27.68178807
0.355,4.166561436,27.09560015
0.3552,3.712863815,26.35544962
0.3554,3.238085698,25.46554217
0.3556,2.744916348,24.43093444
0.3558,2.23617033,23.25750525
0.356,1.714735786,21.95192229
0.3562,1.183589578,20.52160412
0.3564,0.645745446,18.9746781
0.3566,0.104285379,17.31993418
0.3568,-0.437715195,15.56677494
0.357,-0.977165591,13.72516218
0.3572,-1.511119344,11.8055603
0.3574,-2.036553885,9.818876881
0.3576,-2.550513089,7.776400643
0.3578,-3.050116681,5.689737345
0.358,-3.53238382,3.570743824
0.3582,-3.994651817,1.431460625
0.3584,-4.434264373,-0.715956419
0.3586,-4.848625986,-2.859305256
0.3588,-5.235565349,-4.98640695
0.359,-5.592910279,-7.085174885
0.3592,-5.918408644,-9.143683443
0.3594,-6.210198876,-11.15023577
0.3596,-6.466606676,-13.09343023
0.3598,-6.686280358,-14.96222521
0.36,-6.868125673,-16.74600184
0.3602,-7.010948843,-18.43462435
0.3604,-7.113838588,-20.01849764
0.3606,-7.176219123,-21.48862184
0.3608,-7.197772341,-22.8366434
0.361,-7.178411799,-24.0549026
0.3612,-7.118250777,-25.13647704
0.3614,-7.017607414,-26.07522101
0.3616,-6.877031435,-26.86580037
0.3618,-6.697321402,-27.50372289
0.362,-6.479530767,-27.98536377
0.3622,-6.224884392,-28.30798624
0.3624,-5.934826582,-28.46975708
0.3626,-5.611016605,-28.46975708
0.3628,-5.255415052,-28.30798624
0.363,-4.870118173,-27.98536377
0.3632,-4.457197991,-27.50372289
0.3634,-4.018994398,-26.86580037
0.3636,-3.557977524,-26.07522101
0.3638,-3.076762809,-25.13647704
0.364,-2.578067851,-24.0549026
0.3642,-2.064761966,-22.8366434
0.3644,-1.539755992,-21.48862184
0.3646,-1.006062461,-20.01849764
0.3648,-0.466727948,-18.43462435
0.365,0.075162264,-16.74600184
0.3652,0.616562868,-14.96222521
0.3654,1.154511289,-13.09343023
0.3656,1.686119676,-11.15023577
0.3658,2.208366631,-9.143683443
0.366,2.718055029,-7.085174885
0.3662,3.212231457,-4.98640695
0.3664,3.688038384,-2.859305256
0.3666,4.142886596,-0.715956419
0.3668,4.574286075,1.431460625
0.367,4.979858063,3.570743824
0.3672,5.357344157,5.689737345
0.3674,5.70433262,7.776400643
0.3676,6.018815416,9.818876881
0.3678,6.299031991,11.8055603
0.368,6.54344342,13.72516218
0.3682,6.750767172,15.56677494
0.3684,6.919771011,17.31993418
0.3686,7.049312347,18.9746781
0.3688,7.13872061,20.52160412
0.369,7.187486051,21.95192229
0.3692,7.195359349,23.25750525
0.3694,7.162350658,24.43093444
0.3696,7.088644606,25.46554217
0.3698,6.974611969,26.35544962
0.37,6.820894264,27.09560015
0.3702,6.628375713,27.68178807
0.3704,6.398171169,28.11068255
0.3706,6.131569381,28.37984652
0.3708,5.83007073,28.48775055
0.371,5.495337537,28.43378149
0.3712,5.129398611,28.21824602
0.3714,4.734461258,27.84236884
0.3716,4.312783924,27.30828577
0.3718,3.86668751,26.61903157
0.372,3.398648773,25.77852272
0.3722,2.911300576,24.79153517
0.3724,2.407425109,23.66367717
0.3726,1.889893077,22.40135743
0.3728,1.361650836,21.01174871
0.373,0.825699394,19.50274705
0.3732,0.285107799,17.88292688
0.3734,-0.257055202,16.16149236
0.3736,-0.797677542,14.34822501
0.3738,-1.333770785,12.45342819
0.374,-1.862392079,10.48786851
0.3742,-2.380530176,8.462714659
0.3744,-2.885289717,6.389473979
0.3746,-3.373645165,4.279927034
0.3748,-3.842854556,2.146060689
0.375,-4.290312285,8.66E-13
0.3752,-4.713352274,-2.146060689
0.3754,-5.10966471,-4.279927034
0.3756,-5.477156329,-6.389473979
0.3758,-5.813489419,-8.462714659
0.376,-6.116712207,-10.48786851
0.3762,-6.385083094,-12.45342819
0.3764,-6.617145188,-14.34822501
0.3766,-6.811744381,-16.16149236
0.3768,-6.967713477,-17.88292688
0.377,-7.083985284,-19.50274705
0.3772,-7.159907326,-21.01174871
0.3774,-7.195092502,-22.40135743
0.3776,-7.189357844,-23.66367717
0.3778,-7.142771727,-24.79153517
0.378,-7.055571558,-25.77852272
0.3782,-6.928231092,-26.61903157
0.3784,-6.761459127,-27.30828577
0.3786,-6.556236041,-27.84236884
0.3788,-6.31372496,-28.21824602
0.379,-6.035298525,-28.43378149
0.3792,-5.722530963,-28.48775055
0.3794,-5.377260621,-28.37984652
0.3796,-5.001623131,-28.11068255
0.3798,-4.597657384,-27.68178807
0.38,-4.167616164,-27.09560015
0.3802,-3.713917331,-26.35544962
0.3804,-3.239140003,-25.46554217
0.3806,-2.745960878,-24.43093444
0.3808,-2.237200113,-23.25750525
0.381,-1.715766079,-21.95192229
0.3812,-1.184625156,-20.52160412
0.3814,-0.646824082,-18.9746781
0.3816,-0.105430366,-17.31993418
0.3818,0.43647162,-15.56677494
0.382,0.975872819,-13.72516218
0.3822,1.509896129,-11.8055603
0.3824,2.035598137,-9.818876881
0.3826,2.54980599,-7.776400643
0.3828,3.04947566,-5.689737345
0.383,3.531712332,-3.570743824
0.3832,3.99382812,-1.431460625
0.3834,4.433352503,0.715956419
0.3836,4.847746781,2.859305256
0.3838,5.23486769,4.98640695
0.384,5.592250633,7.085174885
0.3842,5.917771116,9.143683443
0.3844,6.209586346,11.15023577
0.3846,6.46608043,13.09343023
0.3848,6.685894605,14.96222521
0.385,6.867807401,16.74600184
0.3852,7.010611387,18.43462435
0.3854,7.113455724,20.01849764
0.3856,7.175814139,21.48862184
0.3858,7.197331585,22.8366434
0.386,7.177940451,24.0549026
0.3862,7.117769435,25.13647704
0.3864,7.017122792,26.07522101
0.3866,6.87654611,26.86580037
0.3868,6.69684492,27.50372289
0.387,6.479070826,27.98536377
0.3872,6.224437341,28.30798624
0.3874,5.934395269,28.46975708
0.3876,5.610533927,28.46975708
0.3878,5.254755317,28.30798624
0.388,4.869264064,27.98536377
0.3882,4.456263385,27.50372289
0.3884,4.01804754,26.86580037
0.3886,3.557039758,26.07522101
0.3888,3.075824264,25.13647704
0.389,2.577139741,24.0549026
0.3892,2.06383628,22.8366434
0.3894,1.538832406,21.48862184
0.3896,1.005111263,20.01849764
0.3898,0.465730127,18.43462435
0.39,-0.076252444,16.74600184
0.3902,-0.617718486,14.96222521
0.3904,-1.155630718,13.09343023
0.3906,-1.687079388,11.15023577
0.3908,-2.209062105,9.143683443
0.391,-2.718649217,7.085174885
0.3912,-3.212798321,4.98640695
0.3914,-3.688669372,2.859305256
0.3916,-4.143665097,0.715956419
0.3918,-4.575123349,-1.431460625
0.392,-4.980573265,-3.570743824
0.3922,-5.357949507,-5.689737345
0.3924,-5.704903223,-7.776400643
0.3926,-6.019369537,-9.818876881
0.3928,-6.299533045,-11.8055603
0.393,-6.543851279,-13.72516218
0.3932,-6.751073284,-15.56677494
0.3934,-6.920065111,-17.31993418
0.3936,-7.049659374,-18.9746781
0.3938,-7.139075314,-20.52160412
0.394,-7.187874172,-21.95192229
0.3942,-7.195774536,-23.25750525
0.3944,-7.162786947,-24.43093444
0.3946,-7.0890839,-25.46554217
0.3948,-6.975056672,-26.35544962
0.395,-6.821333895,-27.09560015
0.3952,-6.62880513,-27.68178807
0.3954,-6.39858311,-28.11068255
0.3956,-6.131963509,-28.37984652
0.3958,-5.830455418,-28.48775055
0.396,-5.495770617,-28.43378149
0.3962,-5.130004063,-28.21824602
0.3964,-4.735244421,-27.84236884
0.3966,-4.313625956,-27.30828577
0.3968,-3.867535319,-26.61903157
0.397,-3.39949448,-25.77852272
0.3972,-2.91214072,-24.79153517
0.3974,-2.408253628,-23.66367717
0.3976,-1.890717939,-22.40135743
0.3978,-1.362476545,-21.01174871
0.398,-0.826550681,-19.50274705
0.3982,-0.28600447,-17.88292688
0.3984,0.256080127,-16.16149236
0.3986,0.796630813,-14.34822501
0.3988,1.332754094,-12.45342819
0.399,1.8615445,-10.48786851
0.3992,2.37992918,-8.462714659
0.3994,2.884767953,-6.389473979
0.3996,3.37312962,-4.279927034
0.3998,3.842239317,-2.146060689
0.4,4.289592244,-1.67E-13
0.4002,4.712616087,2.146060689
0.4004,5.10906745,4.279927034
0.4006,5.476619585,6.389473979
0.4008,5.812972797,8.462714659
0.401,6.116209605,10.48786851
0.4012,6.384633379,12.45342819
0.4014,6.616809008,14.34822501
0.4016,6.811486998,16.16149236
0.4018,6.967451063,17.88292688
0.402,7.083681677,19.50274705
0.4022,7.159591511,21.01174871
0.4024,7.194745629,22.40135743
0.4026,7.18898406,23.66367717
0.4028,7.142385441,24.79153517
0.403,7.055183413,25.77852272
0.4032,6.927837704,26.61903157
0.4034,6.761073491,27.30828577
0.4036,6.555861615,27.84236884
0.4038,6.313365112,28.21824602
0.404,6.034950946,28.43378149
0.4042,5.722174034,28.48775055
0.4044,5.376793037,28.37984652
0.4046,5.000983426,28.11068255
0.4048,4.59691606,27.68178807
0.405,4.166854772,27.09560015
0.4052,3.713163316,26.35544962
0.4054,3.238387816,25.46554217
0.4056,2.745212063,24.43093444
0.4058,2.23645963,23.25750525
0.406,1.715026942,21.95192229
0.4062,1.183873841,20.52160412
0.4064,0.646042461,18.9746781
0.4066,0.104586164,17.31993418
0.4068,-0.437389196,15.56677494
0.407,-0.97680627,13.72516218
0.4072,-1.510731567,11.8055603
0.4074,-2.036216974,9.818876881
0.4076,-2.550298026,7.776400643
0.4078,-3.049929343,5.689737345
0.408,-3.53219118,3.570743824
0.4082,-3.994419889,1.431460625
0.4084,-4.434015382,-0.715956419
0.4086,-4.848375819,-2.859305256
0.4088,-5.235366283,-4.98640695
0.409,-5.592716133,-7.085174885
0.4092,-5.918227052,-9.143683443
0.4094,-6.210007307,-11.15023577
0.4096,-6.466436994,-13.09343023
0.4098,-6.686154731,-14.96222521
0.41,-6.868039433,-16.74600184
0.4102,-7.010876365,-18.43462435
0.4104,-7.113733608,-20.01849764
0.4106,-7.176118622,-21.48862184
0.4108,-7.197656854,-22.8366434
0.411,-7.178285081,-24.0549026
0.4112,-7.118122183,-25.13647704
0.4114,-7.01747747,-26.07522101
0.4116,-6.876901041,-26.86580037
0.4118,-6.69719297,-27.50372289
0.412,-6.479404254,-27.98536377
0.4122,-6.224759316,-28.30798624
0.4124,-5.934703049,-28.46975708
0.4126,-5.610855019,-28.46975708
0.4128,-5.255192714,-28.30798624
0.413,-4.869859029,-27.98536377
0.4132,-4.456934449,-27.50372289
0.4134,-4.018729654,-26.86580037
0.4136,-3.55771725,-26.07522101
0.4138,-3.076499479,-25.13647704
0.414,-2.577807683,-24.0549026
0.4142,-2.064496872,-22.8366434
0.4144,-1.539492244,-21.48862184
0.4146,-1.005786283,-20.01849764
0.4148,-0.466432163,-18.43462435
0.415,0.075488116,-16.74600184
0.4152,0.616893909,-14.96222521
0.4154,1.154785129,-13.09343023
0.4156,1.686344405,-11.15023577
0.4158,2.208533628,-9.143683443
0.416,2.718220432,-7.085174885
0.4162,3.212390963,-4.98640695
0.4164,3.688213431,-2.859305256
0.4166,4.143104332,-0.715956419
0.4168,4.574528058,1.431460625
0.417,4.98004888,3.570743824
0.4172,5.357511596,5.689737345
0.4174,5.704486136,7.776400643
0.4176,6.018958979,9.818876881
0.4178,6.299154975,11.8055603
0.418,6.543550133,13.72516218
0.4182,6.750862836,15.56677494
0.4184,6.919856734,17.31993418
0.4186,7.049423041,18.9746781
0.4188,7.138826604,20.52160412
0.419,7.187601764,21.95192229
0.4192,7.195480925,23.25750525
0.4194,7.162478366,24.43093444
0.4196,7.088773045,25.46554217
0.4198,6.974740117,26.35544962
0.42,6.821020658,27.09560015
0.4202,6.628501482,27.68178807
0.4204,6.398292167,28.11068255
0.4206,6.131682364,28.37984652
0.4208,5.830179611,28.48775055
0.421,5.495440494,28.43378149
0.4212,5.129538264,28.21824602
0.4214,4.734661167,27.84236884
0.4216,4.313016864,27.30828577
0.4218,3.866929512,26.61903157
0.422,3.398888719,25.77852272
0.4222,2.911538979,24.79153517
0.4224,2.407658863,23.66367717
0.4226,1.890126134,22.40135743
0.4228,1.361879662,21.01174871
0.423,0.82593512,19.50274705
0.4232,0.285346983,17.88292688
0.4234,-0.2567948,16.16149236
0.4236,-0.797396662,14.34822501
0.4238,-1.333461796,12.45342819
0.424,-1.86210629,10.48786851
0.4242,-2.38034312,8.462714659
0.4244,-2.88513666,6.389473979
0.4246,-3.373500075,4.279927034
0.4248,-3.842678964,2.146060689
0.425,-4.290113333,2.79E-13
0.4252,-4.713147866,-2.146060689
0.4254,-5.109493401,-4.279927034
0.4256,-5.476998884,-6.389473979
0.4258,-5.813344337,-8.462714659
0.426,-6.116559841,-10.48786851
0.4262,-6.384943259,-12.45342819
0.4264,-6.617034288,-14.34822501
0.4266,-6.811670609,-16.16149236
0.4268,-6.967658601,-17.88292688
0.427,-7.083899791,-19.50274705
0.4272,-7.159828982,-21.01174871
0.4274,-7.194999415,-22.40135743
0.4276,-7.189256544,-23.66367717
0.4278,-7.1426675,-24.79153517
0.428,-7.055466258,-25.77852272
0.4282,-6.928124797,-26.61903157
0.4284,-6.761355262,-27.30828577
0.4286,-6.556133197,-27.84236884
0.4288,-6.313624082,-28.21824602
0.429,-6.035200426,-28.43378149
0.4292,-5.722420376,-28.48775055
0.4294,-5.37710596,-28.37984652
0.4296,-5.001423229,-28.11068255
0.4298,-4.597448597,-27.68178807
0.43,-4.167401062,-27.09560015
0.4302,-3.713707393,-26.35544962
0.4304,-3.238931364,-25.46554217
0.4306,-2.745749121,-24.43093444
0.4308,-2.236991778,-23.25750525
0.431,-1.715552698,-21.95192229
0.4312,-1.184411779,-20.52160412
0.4314,-0.646594382,-18.9746781
0.4316,-0.105184205,-17.31993418
0.4318,0.436742736,-15.56677494
0.432,0.976118119,-13.72516218
0.4322,1.510101423,-11.8055603
0.4324,2.035746741,-9.818876881
0.4326,2.549938842,-7.776400643
0.4328,3.049602414,-5.689737345
0.433,3.531846859,-3.570743824
0.4332,3.993995373,-1.431460625
0.4334,4.433540345,0.715956419
0.4336,4.847921775,2.859305256
0.4338,5.235002958,4.98640695
0.434,5.592380394,7.085174885
0.4342,5.917891619,9.143683443
0.4344,6.209694575,11.15023577
0.4346,6.466167404,13.09343023
0.4348,6.685974111,14.96222521
0.435,6.867876177,16.74600184
0.4352,7.01069205,18.43462435
0.4354,7.113539981,20.01849764
0.4356,7.175902395,21.48862184
0.4358,7.197429172,22.8366434
0.436,7.178037892,24.0549026
0.4362,7.117873108,25.13647704
0.4364,7.017224531,26.07522101
0.4366,6.87664696,26.86580037
0.4368,6.696948034,27.50372289
0.437,6.479166613,27.98536377
0.4372,6.224530288,28.30798624
0.4374,5.934482135,28.46975708
0.4376,5.61061858,28.46975708
0.4378,5.254856976,28.30798624
0.438,4.869415053,27.98536377
0.4382,4.456449025,27.50372289
0.4384,4.018241214,26.86580037
0.4386,3.557231492,26.07522101
0.4388,3.076015136,25.13647704
0.439,2.577329329,24.0549026
0.4392,2.064021534,22.8366434
0.4394,1.539018156,21.48862184
0.4396,1.005296835,20.01849764
0.4398,0.465922043,18.43462435
0.44,-0.076047103,16.74600184
0.4402,-0.617494564,14.96222521
0.4404,-1.155391074,13.09343023
0.4406,-1.686837191,11.15023577
0.4408,-2.208898144,9.143683443
0.441,-2.718522883,7.085174885
0.4412,-3.212684488,4.98640695
0.4414,-3.688540059,2.859305256
0.4416,-4.143507359,0.715956419
0.4418,-4.574959234,-1.431460625
0.442,-4.980422668,-3.570743824
0.4422,-5.357822493,-5.689737345
0.4424,-5.704787308,-7.776400643
0.4426,-6.019247407,-9.818876881
0.4428,-6.299419863,-11.8055603
0.443,-6.543753707,-13.72516218
0.4432,-6.751006333,-15.56677494
0.4434,-6.920025521,-17.31993418
0.4436,-7.049589433,-18.9746781
0.4438,-7.139013935,-20.52160412
0.444,-7.187799874,-21.95192229
0.4442,-7.195693862,-23.25750525
0.4444,-7.162703906,-24.43093444
0.4446,-7.088998613,-25.46554217
0.4448,-6.974970229,-26.35544962
0.445,-6.821248845,-27.09560015
0.4452,-6.628721287,-27.68178807
0.4454,-6.398503353,-28.11068255
0.4456,-6.131884854,-28.37984652
0.4458,-5.830375418,-28.48775055
0.446,-5.495664335,-28.43378149
0.4462,-5.129858847,-28.21824602
0.4464,-4.735074179,-27.84236884
0.4466,-4.313456435,-27.30828577
0.4468,-3.867365036,-26.61903157
0.447,-3.39932624,-25.77852272
0.4472,-2.911970231,-24.79153517
0.4474,-2.408087554,-23.66367717
0.4476,-1.890547152,-22.40135743
0.4478,-1.36230788,-21.01174871
0.448,-0.826372715,-19.50274705
0.4482,-0.285813336,-17.88292688
0.4484,0.256289983,-16.16149236
0.4486,0.796848232,-14.34822501
0.4488,1.332925587,-12.45342819
0.449,1.861689409,-10.48786851
0.4492,2.380035405,-8.462714659
0.4494,2.884873644,-6.389473979
0.4496,3.373232478,-4.279927034
0.4498,3.84236198,-2.146060689
0.45,4.289739827,-3.91E-13
0.4502,4.712767157,2.146060689
0.4504,5.109181886,4.279927034
0.4506,5.476726484,6.389473979
0.4508,5.813073064,8.462714659
0.451,6.116303428,10.48786851
0.4512,6.384711338,12.45342819
0.4514,6.616868766,14.34822501
0.4516,6.811551026,16.16149236
0.4518,6.967503285,17.88292688
0.452,7.083751933,19.50274705
0.4522,7.159657809,21.01174871
0.4524,7.19482125,22.40135743
0.4526,7.189062831,23.66367717
0.4528,7.142466356,24.79153517
0.453,7.055264938,25.77852272
0.4532,6.927920024,26.61903157
0.4534,6.761156078,27.30828577
0.4536,6.555939464,27.84236884
0.4538,6.31343896,28.21824602
0.454,6.035021923,28.43378149
0.4542,5.722241412,28.48775055
0.4544,5.376868732,28.37984652
0.4546,5.001095276,28.11068255
0.4548,4.597062655,27.68178807
0.455,4.167009423,27.09560015
0.4552,3.713316916,26.35544962
0.4554,3.238539347,25.46554217
0.4556,2.74536594,24.43093444
0.4558,2.23660875,23.25750525
0.456,1.715175807,21.95192229
0.4562,1.18402112,20.52160412
0.4564,0.646195843,18.9746781
0.4566,0.1047474,17.31993418
0.4568,-0.437213118,15.56677494
0.457,-0.976619337,13.72516218
0.4572,-1.510526621,11.8055603
0.4574,-2.036073685,9.818876881
0.4576,-2.550193352,7.776400643
0.4578,-3.049837284,5.689737345
0.458,-3.532093227,3.570743824
0.4582,-3.99429788,1.431460625
0.4584,-4.433886117,-0.715956419
0.4586,-4.848245675,-2.859305256
0.4588,-5.235262153,-4.98640695
0.459,-5.592622487,-7.085174885
0.4592,-5.918129987,-9.143683443
0.4594,-6.209914085,-11.15023577
0.4596,-6.466354643,-13.09343023
0.4598,-6.686093649,-14.96222521
0.46,-6.868008406,-16.74600184
0.4602,-7.01082163,-18.43462435
0.4604,-7.113685242,-20.01849764
0.4606,-7.176058797,-21.48862184
0.4608,-7.197593313,-22.8366434
0.461,-7.178218651,-24.0549026
0.4612,-7.118052767,-25.13647704
0.4614,-7.017408587,-26.07522101
0.4616,-6.876832515,-26.86580037
0.4618,-6.697125124,-27.50372289
0.462,-6.479338389,-27.98536377
0.4622,-6.224694557,-28.30798624
0.4624,-5.934640953,-28.46975708
0.4626,-5.610781452,-28.46975708
0.4628,-5.255090021,-28.30798624
0.463,-4.869727023,-27.98536377
0.4632,-4.45679791,-27.50372289
0.4634,-4.018592165,-26.86580037
0.4636,-3.557581404,-26.07522101
0.4638,-3.076364416,-25.13647704
0.464,-2.57767243,-24.0549026
0.4642,-2.064362933,-22.8366434
0.4644,-1.539356078,-21.48862184
0.4646,-1.005647431,-20.01849764
0.4648,-0.466283432,-18.43462435
0.465,0.075647215,-16.74600184
0.4652,0.617069421,-14.96222521
0.4654,1.154941967,-13.09343023
0.4656,1.686473719,-11.15023577
0.4658,2.208627423,-9.143683443
0.466,2.71830453,-7.085174885
0.4662,3.212472854,-4.98640695
0.4664,3.688303591,-2.859305256
0.4666,4.143219679,-0.715956419
0.4668,4.574649215,1.431460625
0.467,4.980153283,3.570743824
0.4672,5.357596956,5.689737345
0.4674,5.704570053,7.776400643
0.4676,6.019036404,9.818876881
0.4678,6.299225124,11.8055603
0.468,6.543599187,13.72516218
0.4682,6.750912011,15.56677494
0.4684,6.919902171,17.31993418
0.4686,7.049474452,18.9746781
0.4688,7.138880201,20.52160412
0.469,7.187659806,21.95192229
0.4692,7.195543308,23.25750525
0.4694,7.162540736,24.43093444
0.4696,7.088837952,25.46554217
0.4698,6.974807031,26.35544962
0.47,6.821086362,27.09560015
0.4702,6.628564948,27.68178807
0.4704,6.398351129,28.11068255
0.4706,6.13174142,28.37984652
0.4708,5.830233124,28.48775055
0.471,5.49549701,28.43378149
0.4712,5.129621419,28.21824602
0.4714,4.734773243,27.84236884
0.4716,4.313141093,27.30828577
0.4718,3.867051595,26.61903157
0.472,3.399012283,25.77852272
0.4722,2.911661612,24.79153517
0.4724,2.407779008,23.66367717
0.4726,1.89024588,22.40135743
0.4728,1.361996868,21.01174871
0.473,0.826056858,19.50274705
0.4732,0.285474454,17.88292688
0.4734,-0.256656429,16.16149236
0.4736,-0.79724717,14.34822501
0.4738,-1.333298069,12.45342819
0.474,-1.8619795,10.48786851
0.4742,-2.380253845,8.462714659
0.4744,-2.885060351,6.389473979
0.4746,-3.373425248,4.279927034
0.4748,-3.842587695,2.146060689
0.475,-4.290010748,5.03E-13
0.4752,-4.713039535,-2.146060689
0.4754,-5.109406182,-4.279927034
0.4756,-5.476919781,-6.389473979
0.4758,-5.813268219,-8.462714659
0.476,-6.116484169,-10.48786851
0.4762,-6.384875022,-12.45342819
0.4764,-6.616979848,-14.34822501
0.4766,-6.811645351,-16.16149236
0.4768,-6.967614245,-17.88292688
0.477,-7.083860182,-19.50274705
0.4772,-7.159782427,-21.01174871
0.4774,-7.194949744,-22.40135743
0.4776,-7.189203663,-23.66367717
0.4778,-7.142611691,-24.79153517
0.478,-7.055410964,-25.77852272
0.4782,-6.92806831,-26.61903157
0.4784,-6.761300327,-27.30828577
0.4786,-6.556078734,-27.84236884
0.4788,-6.313572499,-28.21824602
0.479,-6.035151449,-28.43378149
0.4792,-5.72236704,-28.48775055
0.4794,-5.377033885,-28.37984652
0.4796,-5.001324653,-28.11068255
0.4798,-4.597338569,-27.68178807
0.48,-4.167291938,-27.09560015
0.4802,-3.713597758,-26.35544962
0.4804,-3.238822765,-25.46554217
0.4806,-2.745640623,-24.43093444
0.4808,-2.236885016,-23.25750525
0.481,-1.715444061,-21.95192229
0.4812,-1.184302176,-20.52160412
0.4814,-0.646479007,-18.9746781
0.4816,-0.105059704,-17.31993418
0.4818,0.436880064,-15.56677494
0.482,0.976256152,-13.72516218
0.4822,1.510209481,-11.8055603
0.4824,2.03583494,-9.818876881
0.4826,2.550005929,-7.776400643
0.4828,3.049669949,-5.689737345
0.483,3.531915591,-3.570743824
0.4832,3.994080961,-1.431460625
0.4834,4.433637601,0.715956419
0.4836,4.848014418,2.859305256
0.4838,5.235072931,4.98640695
0.484,5.592448775,7.085174885
0.4842,5.917955832,9.143683443
0.4844,6.209754121,11.15023577
0.4846,6.466215345,13.09343023
0.4848,6.686009838,14.96222521
0.485,6.86791693,16.74600184
0.4852,7.010726117,18.43462435
0.4854,7.113585156,20.01849764
0.4856,7.175945831,21.48862184
0.4858,7.197477374,22.8366434
0.486,7.178088488,24.0549026
0.4862,7.117924719,25.13647704
0.4864,7.017276977,26.07522101
0.4866,6.876700291,26.86580037
0.4868,6.696999222,27.50372289
0.487,6.479215066,27.98536377
0.4872,6.224577495,28.30798624
0.4874,5.934526227,28.46975708
0.4876,5.610660822,28.46975708
0.4878,5.254918896,28.30798624
0.488,4.869498803,27.98536377
0.4882,4.456545565,27.50372289
0.4884,4.018341018,26.86580037
0.4886,3.557330641,26.07522101
0.4888,3.076114187,25.13647704
0.489,2.577425929,24.0549026
0.4892,2.064118118,22.8366434
0.4894,1.539111115,21.48862184
0.4896,1.005395414,20.01849764
0.4898,0.466020876,18.43462435
0.49,-0.075935939,16.74600184
0.4902,-0.617378034,14.96222521
0.4904,-1.155261651,13.09343023
0.4906,-1.686726133,11.15023577
0.4908,-2.208820014,9.143683443
0.491,-2.718457123,7.085174885
0.4912,-3.212626982,4.98640695
0.4914,-3.688472183,2.859305256
0.4916,-4.143428025,0.715956419
0.4918,-4.574871796,-1.431460625
0.492,-4.980347654,-3.570743824
0.4922,-5.357757175,-5.689737345
0.4924,-5.704726094,-7.776400643
0.4926,-6.019185732,-9.818876881
0.4928,-6.299363187,-11.8055603
0.493,-6.543706671,-13.72516218
0.4932,-6.750980246,-15.56677494
0.4934,-6.919994149,-17.31993418
0.4936,-7.049556409,-18.9746781
0.4938,-7.138978713,-20.52160412
0.494,-7.187760398,-21.95192229
0.4942,-7.195652609,-23.25750525
0.4944,-7.162658792,-24.43093444
0.4946,-7.088954122,-25.46554217
0.4948,-6.974925142,-26.35544962
0.495,-6.821203848,-27.09560015
0.4952,-6.628677958,-27.68178807
0.4954,-6.398461492,-28.11068255
0.4956,-6.131844218,-28.37984652
0.4958,-5.830334752,-28.48775055
0.496,-5.495613603,-28.43378149
0.4962,-5.129788955,-28.21824602
0.4964,-4.734987317,-27.84236884
0.4966,-4.313368629,-27.30828577
0.4968,-3.867275843,-26.61903157
0.497,-3.399238628,-25.77852272
0.4972,-2.911883509,-24.79153517
0.4974,-2.408000638,-23.66367717
0.4976,-1.890461889,-22.40135743
0.4978,-1.362219674,-21.01174871
0.498,-0.826283174,-19.50274705
